index,source,txt_empty,rowContainsCode_gpt4o,wme$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$chosen,wme$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$rejected,wme$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$chosen,wme$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$rejected,wme$wo_prompt$internlm/internlm2-1_8b-reward$chosen,wme$wo_prompt$internlm/internlm2-1_8b-reward$rejected,wme$wo_prompt$weqweasdas/RM-Mistral-7B$chosen,wme$wo_prompt$weqweasdas/RM-Mistral-7B$rejected,wme$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$chosen,wme$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$rejected,wme$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$chosen,wme$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$rejected,wme$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$chosen,wme$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$rejected,wme$wo_prompt$allenai/tulu-2-dpo-7b$chosen,wme$wo_prompt$allenai/tulu-2-dpo-7b$rejected,wme$wo_prompt$Ray2333/GRM-llama3-8B-distill$chosen,wme$wo_prompt$Ray2333/GRM-llama3-8B-distill$rejected,wme$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$chosen,wme$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$rejected,wme$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$chosen,wme$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$rejected,wme$wo_prompt$Qwen/Qwen1.5-7B-Chat$chosen,wme$wo_prompt$Qwen/Qwen1.5-7B-Chat$rejected,wme$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$chosen,wme$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$rejected,wme$wo_prompt$openbmb/Eurus-RM-7b$chosen,wme$wo_prompt$openbmb/Eurus-RM-7b$rejected,wme$wo_prompt$internlm/internlm2-20b-reward$chosen,wme$wo_prompt$internlm/internlm2-20b-reward$rejected,wme$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$chosen,wme$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$rejected,wme$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$chosen,wme$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$rejected,aal$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$chosen,aal$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$rejected,aal$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$chosen,aal$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$rejected,aal$wo_prompt$internlm/internlm2-1_8b-reward$chosen,aal$wo_prompt$internlm/internlm2-1_8b-reward$rejected,aal$wo_prompt$weqweasdas/RM-Mistral-7B$chosen,aal$wo_prompt$weqweasdas/RM-Mistral-7B$rejected,aal$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$chosen,aal$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$rejected,aal$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$chosen,aal$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$rejected,aal$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$chosen,aal$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$rejected,aal$wo_prompt$allenai/tulu-2-dpo-7b$chosen,aal$wo_prompt$allenai/tulu-2-dpo-7b$rejected,aal$wo_prompt$Ray2333/GRM-llama3-8B-distill$chosen,aal$wo_prompt$Ray2333/GRM-llama3-8B-distill$rejected,aal$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$chosen,aal$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$rejected,aal$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$chosen,aal$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$rejected,aal$wo_prompt$Qwen/Qwen1.5-7B-Chat$chosen,aal$wo_prompt$Qwen/Qwen1.5-7B-Chat$rejected,aal$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$chosen,aal$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$rejected,aal$wo_prompt$openbmb/Eurus-RM-7b$chosen,aal$wo_prompt$openbmb/Eurus-RM-7b$rejected,aal$wo_prompt$internlm/internlm2-20b-reward$chosen,aal$wo_prompt$internlm/internlm2-20b-reward$rejected,aal$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$chosen,aal$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$rejected,aal$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$chosen,aal$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$rejected
1157,groenwold,,False,-7.17578125,-7.17578125,-7.2578125,-7.2578125,-2.708984375,-2.708984375,-3.3359375,-3.3359375,17.171875,17.171875,-8.859375,-8.859375,-8.8203125,-8.8203125,-28.6461181640625,-28.6461181640625,-2.45703125,-2.45703125,-13.3359375,-13.3359375,-21.729751586914062,-21.729751586914062,-68.65069580078125,-68.65069580078125,-20.413833618164062,-20.413833618164062,-811.0,-811.0,-1.7890625,-1.7890625,-4.7265625,-4.7265625,-93.53105163574219,-93.53105163574219,-6.4453125,-6.4453125,-6.859375,-6.859375,-2.60546875,-2.60546875,-2.91015625,-2.91015625,17.78125,17.78125,-8.625,-8.625,-9.09375,-9.09375,-39.61582946777344,-39.61582946777344,-2.03125,-2.03125,-12.5703125,-12.5703125,-21.447219848632812,-21.447219848632812,-75.78771209716797,-75.78771209716797,-16.27899169921875,-16.27899169921875,-845.0,-845.0,-1.7646484375,-1.7646484375,-6.0390625,-6.0390625,-116.58869934082031,-116.58869934082031
1158,groenwold,,False,-8.6640625,-8.6640625,-7.19921875,-7.19921875,-2.708984375,-2.708984375,-2.37890625,-2.37890625,19.890625,19.890625,-8.09375,-8.09375,-9.2421875,-9.2421875,-30.74456787109375,-30.74456787109375,-2.015625,-2.015625,-11.4453125,-11.4453125,-20.86309814453125,-20.86309814453125,-71.64962768554688,-71.64962768554688,-6.2423095703125,-6.2423095703125,-764.5,-764.5,-2.16796875,-2.16796875,-9.609375,-9.609375,-80.63752746582031,-80.63752746582031,-7.12890625,-7.12890625,-7.31640625,-7.31640625,-2.212890625,-2.212890625,-1.37890625,-1.37890625,19.375,19.375,-8.609375,-8.609375,-8.8671875,-8.8671875,-24.6683349609375,-24.6683349609375,-2.072265625,-2.072265625,-11.515625,-11.515625,-24.684829711914062,-24.684829711914062,-65.50350952148438,-65.50350952148438,-6.8080902099609375,-6.8080902099609375,-765.5,-765.5,-1.998046875,-1.998046875,-10.1015625,-10.1015625,-54.68605041503906,-54.68605041503906
1159,groenwold,,False,-7.54296875,-7.54296875,-6.12109375,-6.12109375,-2.091796875,-2.091796875,-3.84765625,-3.84765625,18.75,18.75,-8.8984375,-8.8984375,-9.171875,-9.171875,-27.272613525390625,-27.272613525390625,-4.65234375,-4.65234375,-11.109375,-11.109375,-22.058013916015625,-22.058013916015625,-63.32307434082031,-63.32307434082031,-8.783828735351562,-8.783828735351562,-694.5,-694.5,-1.5810546875,-1.5810546875,-10.296875,-10.296875,-97.45401000976562,-97.45401000976562,-7.43359375,-7.43359375,-6.01171875,-6.01171875,-1.89453125,-1.89453125,-2.98828125,-2.98828125,21.03125,21.03125,-8.2890625,-8.2890625,-8.3359375,-8.3359375,-37.73963928222656,-37.73963928222656,-3.740234375,-3.740234375,-10.9140625,-10.9140625,-16.129180908203125,-16.129180908203125,-64.52841186523438,-64.52841186523438,-17.274627685546875,-17.274627685546875,-651.0,-651.0,-1.140625,-1.140625,-10.3984375,-10.3984375,-107.29505920410156,-107.29505920410156
1160,groenwold,,False,-5.4921875,-5.4921875,-7.4140625,-7.4140625,-2.568359375,-2.568359375,-1.466796875,-1.466796875,19.609375,19.609375,-7.4296875,-7.4296875,-9.65625,-9.65625,-28.422821044921875,-28.422821044921875,-2.435546875,-2.435546875,-11.6484375,-11.6484375,-17.333892822265625,-17.333892822265625,-92.99830627441406,-92.99830627441406,-13.467987060546875,-13.467987060546875,-723.0,-723.0,-1.9443359375,-1.9443359375,-8.375,-8.375,-61.433074951171875,-61.433074951171875,-5.85546875,-5.85546875,-7.37109375,-7.37109375,-2.537109375,-2.537109375,-1.6982421875,-1.6982421875,20.640625,20.640625,-8.203125,-8.203125,-9.0,-9.0,-25.055023193359375,-25.055023193359375,-3.619140625,-3.619140625,-11.671875,-11.671875,-12.831192016601562,-12.831192016601562,-86.60894775390625,-86.60894775390625,-18.5018310546875,-18.5018310546875,-744.5,-744.5,-2.07421875,-2.07421875,-7.828125,-7.828125,-82.83486938476562,-82.83486938476562
1161,groenwold,,False,-7.140625,-7.140625,-5.73828125,-5.73828125,-1.4091796875,-1.4091796875,-2.724609375,-2.724609375,21.109375,21.109375,-8.4453125,-8.4453125,-8.1328125,-8.1328125,-37.68809509277344,-37.68809509277344,-4.1640625,-4.1640625,-10.65625,-10.65625,-18.9461669921875,-18.9461669921875,-84.50030517578125,-84.50030517578125,-12.145736694335938,-12.145736694335938,-743.0,-743.0,-0.7998046875,-0.7998046875,-12.6328125,-12.6328125,-113.15158081054688,-113.15158081054688,-7.359375,-7.359375,-6.328125,-6.328125,-1.6552734375,-1.6552734375,-3.640625,-3.640625,20.828125,20.828125,-8.78125,-8.78125,-8.4375,-8.4375,-26.798126220703125,-26.798126220703125,-3.50390625,-3.50390625,-11.5859375,-11.5859375,-15.240859985351562,-15.240859985351562,-84.75042724609375,-84.75042724609375,-20.368118286132812,-20.368118286132812,-723.5,-723.5,-1.0634765625,-1.0634765625,-12.25,-12.25,-81.6153564453125,-81.6153564453125
1162,groenwold,,False,-7.96484375,-7.96484375,-7.39453125,-7.39453125,-2.884765625,-2.884765625,-2.51953125,-2.51953125,19.21875,19.21875,-8.2890625,-8.2890625,-9.1171875,-9.1171875,-30.491302490234375,-30.491302490234375,-3.162109375,-3.162109375,-10.7578125,-10.7578125,-19.2972412109375,-19.2972412109375,-85.86256408691406,-85.86256408691406,-19.618240356445312,-19.618240356445312,-772.5,-772.5,-1.984375,-1.984375,-10.0078125,-10.0078125,-118.6177978515625,-118.6177978515625,-6.4140625,-6.4140625,-6.671875,-6.671875,-2.384765625,-2.384765625,-2.431640625,-2.431640625,20.59375,20.59375,-7.90234375,-7.90234375,-8.7421875,-8.7421875,-31.79052734375,-31.79052734375,-2.626953125,-2.626953125,-11.359375,-11.359375,-18.195556640625,-18.195556640625,-95.86021423339844,-95.86021423339844,-25.390869140625,-25.390869140625,-749.0,-749.0,-1.8212890625,-1.8212890625,-9.5859375,-9.5859375,-114.09732055664062,-114.09732055664062
1163,groenwold,,False,-7.91015625,-7.91015625,-6.390625,-6.390625,-2.271484375,-2.271484375,-3.03515625,-3.03515625,19.4375,19.4375,-8.8984375,-8.8984375,-9.8125,-9.8125,-50.26762390136719,-50.26762390136719,-6.33984375,-6.33984375,-11.53125,-11.53125,-23.5030517578125,-23.5030517578125,-76.39928436279297,-76.39928436279297,-13.493576049804688,-13.493576049804688,-786.0,-786.0,-1.4921875,-1.4921875,-9.2265625,-9.2265625,-132.7659912109375,-132.7659912109375,-8.0078125,-8.0078125,-6.58984375,-6.58984375,-1.6943359375,-1.6943359375,-3.673828125,-3.673828125,18.96875,18.96875,-9.140625,-9.140625,-8.5859375,-8.5859375,-32.682861328125,-32.682861328125,-4.9140625,-4.9140625,-11.515625,-11.515625,-23.71868896484375,-23.71868896484375,-86.83908081054688,-86.83908081054688,-27.64154052734375,-27.64154052734375,-807.5,-807.5,-1.57421875,-1.57421875,-9.96875,-9.96875,-154.49725341796875,-154.49725341796875
1164,groenwold,,False,-7.62109375,-7.62109375,-6.0390625,-6.0390625,-1.427734375,-1.427734375,-3.55078125,-3.55078125,19.5,19.5,-8.9921875,-8.9921875,-9.703125,-9.703125,-19.50286865234375,-19.50286865234375,-5.78125,-5.78125,-10.8203125,-10.8203125,-19.4111328125,-19.4111328125,-60.55409240722656,-60.55409240722656,-26.39752197265625,-26.39752197265625,-703.0,-703.0,-1.24609375,-1.24609375,-9.90625,-9.90625,-48.33992004394531,-48.33992004394531,-6.99609375,-6.99609375,-6.58984375,-6.58984375,-1.9091796875,-1.9091796875,-3.87890625,-3.87890625,20.140625,20.140625,-8.34375,-8.34375,-9.03125,-9.03125,-24.484420776367188,-24.484420776367188,-3.166015625,-3.166015625,-12.234375,-12.234375,-16.017257690429688,-16.017257690429688,-101.30548095703125,-101.30548095703125,-17.499786376953125,-17.499786376953125,-853.0,-853.0,-1.2421875,-1.2421875,-9.6484375,-9.6484375,-59.03338623046875,-59.03338623046875
1165,groenwold,,False,-6.45703125,-6.45703125,-7.30859375,-7.30859375,-2.90625,-2.90625,-1.9853515625,-1.9853515625,15.2265625,15.2265625,-7.57421875,-7.57421875,-10.171875,-10.171875,-19.2344970703125,-19.2344970703125,-2.765625,-2.765625,-11.265625,-11.265625,-17.596099853515625,-17.596099853515625,-73.8863525390625,-73.8863525390625,-2.686920166015625,-2.686920166015625,-704.5,-704.5,-1.771484375,-1.771484375,-11.765625,-11.765625,-52.77711486816406,-52.77711486816406,-6.734375,-6.734375,-7.62890625,-7.62890625,-2.505859375,-2.505859375,-2.333984375,-2.333984375,20.328125,20.328125,-8.2421875,-8.2421875,-9.6875,-9.6875,-16.415252685546875,-16.415252685546875,-2.62890625,-2.62890625,-11.234375,-11.234375,-7.496185302734375,-7.496185302734375,-77.34648132324219,-77.34648132324219,-6.168106079101562,-6.168106079101562,-664.0,-664.0,-1.5283203125,-1.5283203125,-11.6328125,-11.6328125,-17.258834838867188,-17.258834838867188
1166,groenwold,,False,-8.109375,-8.109375,-7.22265625,-7.22265625,-2.451171875,-2.451171875,-2.720703125,-2.720703125,16.46875,16.46875,-8.4765625,-8.4765625,-9.1640625,-9.1640625,-37.724456787109375,-37.724456787109375,-3.2109375,-3.2109375,-11.75,-11.75,-17.576171875,-17.576171875,-91.48675537109375,-91.48675537109375,-11.70458984375,-11.70458984375,-857.0,-857.0,-1.9990234375,-1.9990234375,-9.640625,-9.640625,-78.37055969238281,-78.37055969238281,-7.4609375,-7.4609375,-7.18359375,-7.18359375,-2.0859375,-2.0859375,-2.291015625,-2.291015625,19.015625,19.015625,-8.4609375,-8.4609375,-9.3984375,-9.3984375,-24.367034912109375,-24.367034912109375,-2.474609375,-2.474609375,-11.7421875,-11.7421875,-16.4937744140625,-16.4937744140625,-103.52705383300781,-103.52705383300781,-17.650344848632812,-17.650344848632812,-851.5,-851.5,-2.0859375,-2.0859375,-8.3828125,-8.3828125,-100.26614379882812,-100.26614379882812
1167,groenwold,,False,-4.57421875,-4.57421875,-7.81640625,-7.81640625,-2.36328125,-2.36328125,-2.572265625,-2.572265625,16.78125,16.78125,-8.421875,-8.421875,-9.8046875,-9.8046875,-31.485671997070312,-31.485671997070312,-3.087890625,-3.087890625,-11.875,-11.875,-22.886825561523438,-22.886825561523438,-85.52226257324219,-85.52226257324219,-22.132049560546875,-22.132049560546875,-811.0,-811.0,-1.7490234375,-1.7490234375,-9.3203125,-9.3203125,-57.5750732421875,-57.5750732421875,-5.73828125,-5.73828125,-6.7109375,-6.7109375,-1.9814453125,-1.9814453125,-3.87890625,-3.87890625,19.25,19.25,-8.21875,-8.21875,-9.21875,-9.21875,-11.245880126953125,-11.245880126953125,-2.7734375,-2.7734375,-11.8828125,-11.8828125,-17.186080932617188,-17.186080932617188,-102.38790893554688,-102.38790893554688,-15.866928100585938,-15.866928100585938,-820.5,-820.5,-1.4267578125,-1.4267578125,-9.671875,-9.671875,-51.042572021484375,-51.042572021484375
1168,groenwold,,False,-8.921875,-8.921875,-5.94140625,-5.94140625,-2.076171875,-2.076171875,-3.953125,-3.953125,17.90625,17.90625,-9.109375,-9.109375,-9.75,-9.75,-24.749313354492188,-24.749313354492188,-3.45703125,-3.45703125,-11.5625,-11.5625,-25.71295166015625,-25.71295166015625,-105.66513061523438,-105.66513061523438,-12.36309814453125,-12.36309814453125,-778.5,-778.5,-1.0224609375,-1.0224609375,-10.15625,-10.15625,-77.28663635253906,-77.28663635253906,-7.0859375,-7.0859375,-5.734375,-5.734375,-1.689453125,-1.689453125,-3.353515625,-3.353515625,17.59375,17.59375,-6.375,-6.375,-9.4296875,-9.4296875,-24.709625244140625,-24.709625244140625,-2.23828125,-2.23828125,-10.234375,-10.234375,-17.6171875,-17.6171875,-74.73541259765625,-74.73541259765625,-20.023025512695312,-20.023025512695312,-792.5,-792.5,-0.25537109375,-0.25537109375,4.5546875,4.5546875,-54.597625732421875,-54.597625732421875
1169,groenwold,,False,-6.31640625,-6.31640625,-6.046875,-6.046875,-2.18359375,-2.18359375,-3.232421875,-3.232421875,19.609375,19.609375,-7.84765625,-7.84765625,-9.390625,-9.390625,-29.28070068359375,-29.28070068359375,-5.30859375,-5.30859375,-10.5234375,-10.5234375,-18.450546264648438,-18.450546264648438,-109.07406616210938,-109.07406616210938,-17.925506591796875,-17.925506591796875,-679.0,-679.0,-1.51953125,-1.51953125,-12.4296875,-12.4296875,-101.38661193847656,-101.38661193847656,-4.5234375,-4.5234375,-6.66015625,-6.66015625,-1.7880859375,-1.7880859375,-3.30078125,-3.30078125,18.984375,18.984375,-8.03125,-8.03125,-8.8125,-8.8125,-25.103256225585938,-25.103256225585938,-3.998046875,-3.998046875,-11.0234375,-11.0234375,-19.641311645507812,-19.641311645507812,-97.62867736816406,-97.62867736816406,-16.202804565429688,-16.202804565429688,-638.5,-638.5,-1.4345703125,-1.4345703125,-8.9921875,-8.9921875,-66.30760192871094,-66.30760192871094
1170,groenwold,,False,-7.77734375,-7.77734375,-6.63671875,-6.63671875,-1.6962890625,-1.6962890625,-1.744140625,-1.744140625,18.4375,18.4375,-7.8203125,-7.8203125,-8.25,-8.25,-35.782470703125,-35.782470703125,-3.546875,-3.546875,-10.3828125,-10.3828125,-17.054275512695312,-17.054275512695312,-85.08576965332031,-85.08576965332031,-15.839797973632812,-15.839797973632812,-595.5,-595.5,-1.474609375,-1.474609375,-9.46875,-9.46875,-106.50663757324219,-106.50663757324219,-5.84375,-5.84375,-6.71484375,-6.71484375,-1.2861328125,-1.2861328125,-2.71875,-2.71875,18.703125,18.703125,-7.671875,-7.671875,-8.1484375,-8.1484375,-25.139739990234375,-25.139739990234375,-2.302734375,-2.302734375,-11.7265625,-11.7265625,-21.5152587890625,-21.5152587890625,-75.49430847167969,-75.49430847167969,-20.730606079101562,-20.730606079101562,-712.0,-712.0,-1.0849609375,-1.0849609375,-9.7890625,-9.7890625,-71.45896911621094,-71.45896911621094
1171,groenwold,,False,-7.2421875,-7.2421875,-6.796875,-6.796875,-1.806640625,-1.806640625,-1.2587890625,-1.2587890625,19.8125,19.8125,-6.70703125,-6.70703125,-8.8671875,-8.8671875,-26.46661376953125,-26.46661376953125,-2.671875,-2.671875,-10.421875,-10.421875,-16.162567138671875,-16.162567138671875,-73.49757385253906,-73.49757385253906,-12.610870361328125,-12.610870361328125,-668.0,-668.0,-1.4814453125,-1.4814453125,-6.10546875,-6.10546875,-87.58230590820312,-87.58230590820312,-6.37890625,-6.37890625,-6.328125,-6.328125,-1.4306640625,-1.4306640625,-1.8955078125,-1.8955078125,20.765625,20.765625,-6.94140625,-6.94140625,-8.171875,-8.171875,-32.46669006347656,-32.46669006347656,-1.337890625,-1.337890625,-11.421875,-11.421875,-24.8724365234375,-24.8724365234375,-110.07498168945312,-110.07498168945312,-16.828521728515625,-16.828521728515625,-703.0,-703.0,-1.2099609375,-1.2099609375,-10.8515625,-10.8515625,-58.814697265625,-58.814697265625
1172,groenwold,,False,-8.265625,-8.265625,-6.52734375,-6.52734375,-1.8310546875,-1.8310546875,-1.1904296875,-1.1904296875,19.625,19.625,-7.36328125,-7.36328125,-8.53125,-8.53125,-33.5712890625,-33.5712890625,-4.08984375,-4.08984375,-10.3984375,-10.3984375,-22.388931274414062,-22.388931274414062,-69.9102554321289,-69.9102554321289,-19.889572143554688,-19.889572143554688,-686.0,-686.0,-1.8623046875,-1.8623046875,-9.359375,-9.359375,-60.640724182128906,-60.640724182128906,-6.8125,-6.8125,-6.3828125,-6.3828125,-1.6689453125,-1.6689453125,-2.91015625,-2.91015625,19.25,19.25,-8.390625,-8.390625,-9.0859375,-9.0859375,-29.062530517578125,-29.062530517578125,-3.37890625,-3.37890625,-12.015625,-12.015625,-24.64599609375,-24.64599609375,-86.76445007324219,-86.76445007324219,-10.925521850585938,-10.925521850585938,-811.0,-811.0,-1.4951171875,-1.4951171875,-10.28125,-10.28125,-64.4688720703125,-64.4688720703125
1173,groenwold,,False,-7.19140625,-7.19140625,-5.97265625,-5.97265625,-2.1171875,-2.1171875,-3.765625,-3.765625,18.03125,18.03125,-8.8203125,-8.8203125,-9.25,-9.25,-28.12835693359375,-28.12835693359375,-4.6953125,-4.6953125,-12.578125,-12.578125,-23.935791015625,-23.935791015625,-71.04844665527344,-71.04844665527344,-26.04150390625,-26.04150390625,-871.0,-871.0,-1.1025390625,-1.1025390625,-11.4296875,-11.4296875,-106.63093566894531,-106.63093566894531,-5.73828125,-5.73828125,-7.0625,-7.0625,-2.0703125,-2.0703125,-3.126953125,-3.126953125,22.234375,22.234375,-9.015625,-9.015625,-8.46875,-8.46875,-21.998428344726562,-21.998428344726562,-3.09375,-3.09375,-12.3046875,-12.3046875,-20.3836669921875,-20.3836669921875,-71.56767272949219,-71.56767272949219,-15.678634643554688,-15.678634643554688,-799.5,-799.5,-1.52734375,-1.52734375,-9.640625,-9.640625,-68.76585388183594,-68.76585388183594
1174,groenwold,,False,-7.15625,-7.15625,-5.86328125,-5.86328125,-2.072265625,-2.072265625,-3.822265625,-3.822265625,17.578125,17.578125,-9.1015625,-9.1015625,-9.0703125,-9.0703125,-29.4892578125,-29.4892578125,-5.6640625,-5.6640625,-12.0078125,-12.0078125,-26.18170166015625,-26.18170166015625,-62.494956970214844,-62.494956970214844,-29.70355224609375,-29.70355224609375,-783.0,-783.0,-1.3857421875,-1.3857421875,-10.453125,-10.453125,-126.98442077636719,-126.98442077636719,-7.62109375,-7.62109375,-6.21484375,-6.21484375,-2.115234375,-2.115234375,-4.66796875,-4.66796875,18.609375,18.609375,-9.5234375,-9.5234375,-9.3828125,-9.3828125,-21.047271728515625,-21.047271728515625,-5.3046875,-5.3046875,-11.71875,-11.71875,-22.746185302734375,-22.746185302734375,-122.60437774658203,-122.60437774658203,-18.693939208984375,-18.693939208984375,-855.0,-855.0,-1.0302734375,-1.0302734375,-10.09375,-10.09375,-95.11746215820312,-95.11746215820312
1175,groenwold,,False,-6.58984375,-6.58984375,-6.39453125,-6.39453125,-1.69140625,-1.69140625,-2.97265625,-2.97265625,20.125,20.125,-8.8984375,-8.8984375,-8.8828125,-8.8828125,-36.55201721191406,-36.55201721191406,-4.34765625,-4.34765625,-11.15625,-11.15625,-22.411972045898438,-22.411972045898438,-74.33462524414062,-74.33462524414062,-20.115127563476562,-20.115127563476562,-758.0,-758.0,-0.9619140625,-0.9619140625,-9.8984375,-9.8984375,-92.518310546875,-92.518310546875,-6.4765625,-6.4765625,-6.01953125,-6.01953125,-1.5810546875,-1.5810546875,-3.236328125,-3.236328125,20.703125,20.703125,-8.671875,-8.671875,-8.5390625,-8.5390625,-28.675994873046875,-28.675994873046875,-5.1171875,-5.1171875,-11.03125,-11.03125,-19.480941772460938,-19.480941772460938,-76.93799591064453,-76.93799591064453,-25.8740234375,-25.8740234375,-738.0,-738.0,-0.57421875,-0.57421875,-10.421875,-10.421875,-86.88143920898438,-86.88143920898438
1176,groenwold,,False,-7.40625,-7.40625,-6.0234375,-6.0234375,-2.453125,-2.453125,-4.00390625,-4.00390625,18.859375,18.859375,-8.6640625,-8.6640625,-8.65625,-8.65625,-29.66192626953125,-29.66192626953125,-4.98828125,-4.98828125,-11.6953125,-11.6953125,-24.041046142578125,-24.041046142578125,-92.18788146972656,-92.18788146972656,-24.769744873046875,-24.769744873046875,-775.5,-775.5,-1.5302734375,-1.5302734375,-10.765625,-10.765625,-107.0244140625,-107.0244140625,-7.4140625,-7.4140625,-6.13671875,-6.13671875,-2.041015625,-2.041015625,-3.66796875,-3.66796875,17.109375,17.109375,-8.765625,-8.765625,-8.953125,-8.953125,-27.26513671875,-27.26513671875,-4.88671875,-4.88671875,-11.671875,-11.671875,-25.923095703125,-25.923095703125,-89.84416198730469,-89.84416198730469,-27.6197509765625,-27.6197509765625,-759.0,-759.0,-1.2783203125,-1.2783203125,-11.265625,-11.265625,-93.81777954101562,-93.81777954101562
1177,groenwold,,False,-7.37890625,-7.37890625,-5.46484375,-5.46484375,-2.248046875,-2.248046875,-0.65673828125,-0.65673828125,23.28125,23.28125,-6.1328125,-6.1328125,-8.3203125,-8.3203125,-29.1351318359375,-29.1351318359375,-2.833984375,-2.833984375,-9.8203125,-9.8203125,-20.94775390625,-20.94775390625,-71.03147888183594,-71.03147888183594,-7.7650604248046875,-7.7650604248046875,-577.5,-577.5,-1.1083984375,-1.1083984375,-4.40234375,-4.40234375,-76.49980163574219,-76.49980163574219,-7.66796875,-7.66796875,-5.95703125,-5.95703125,-2.244140625,-2.244140625,-2.029296875,-2.029296875,19.921875,19.921875,-6.90234375,-6.90234375,-9.21875,-9.21875,-22.51092529296875,-22.51092529296875,-2.9921875,-2.9921875,-10.6953125,-10.6953125,-18.770950317382812,-18.770950317382812,-71.15846252441406,-71.15846252441406,-7.219635009765625,-7.219635009765625,-719.5,-719.5,-1.7177734375,-1.7177734375,-8.9453125,-8.9453125,-56.38482666015625,-56.38482666015625
1178,groenwold,,False,-8.875,-8.875,-6.4296875,-6.4296875,-2.3828125,-2.3828125,-3.376953125,-3.376953125,18.6875,18.6875,-8.8203125,-8.8203125,-9.53125,-9.53125,-31.1878662109375,-31.1878662109375,-4.44921875,-4.44921875,-12.0,-12.0,-21.213485717773438,-21.213485717773438,-116.95281982421875,-116.95281982421875,-17.246475219726562,-17.246475219726562,-756.5,-756.5,-1.9384765625,-1.9384765625,-12.703125,-12.703125,-117.21673583984375,-117.21673583984375,-8.7734375,-8.7734375,-6.55078125,-6.55078125,-2.361328125,-2.361328125,-3.837890625,-3.837890625,18.953125,18.953125,-8.9375,-8.9375,-9.5546875,-9.5546875,-34.979736328125,-34.979736328125,-4.00390625,-4.00390625,-12.3125,-12.3125,-22.007919311523438,-22.007919311523438,-143.86822509765625,-143.86822509765625,-16.345809936523438,-16.345809936523438,-726.0,-726.0,-1.6240234375,-1.6240234375,-11.9765625,-11.9765625,-73.676025390625,-73.676025390625
